Borough,Date,Time,Level of Offense,Location Description,Crime Description,Latitude,Longitude,Lat_Lon
Bronx,06/22/2023,00:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.8222710411331,-73.911697780277,"(40.8222710411331, -73.911697780277)"
Bronx,06/22/2023,08:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.892399,-73.85793,"(40.892399, -73.85793)"
Brooklyn,06/23/2023,07:00:00,FELONY,FRONT OF,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",40.616966,-73.994249,"(40.616966, -73.994249)"
Manhattan,06/23/2023,15:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",40.777889,-73.984015,"(40.777889, -73.984015)"
Manhattan,06/23/2023,11:20:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",40.77598,-73.961318,"(40.77598, -73.961318)"
Queens,06/23/2023,07:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",40.675445,-73.728226,"(40.675445, -73.728226)"
Queens,06/23/2023,07:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.745708,-73.925324,"(40.745708, -73.925324)"
Bronx,06/23/2023,13:00:00,MISDEMEANOR,(null),PETIT LARCENY-CHECK FROM MAILB,40.823336713621856,-73.9057332517782,"(40.823336713621856, -73.9057332517782)"
Queens,06/23/2023,00:01:00,FELONY,INSIDE,RAPE 1,40.7434812638841,-73.8740035373971,"(40.7434812638841, -73.8740035373971)"
Staten Island,06/24/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",40.635216,-74.106642,"(40.635216, -74.106642)"
Manhattan,06/24/2023,10:00:00,FELONY,INSIDE,"LARCENY,GRAND BY THEFT OF CREDIT CARD",40.805487,-73.94607,"(40.805487, -73.94607)"
Queens,06/24/2023,19:00:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.7265293769835,-73.7348645378882,"(40.7265293769835, -73.7348645378882)"
Queens,06/24/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.706284,-73.796418,"(40.706284, -73.796418)"
Queens,06/24/2023,22:19:00,FELONY,(null),"FORGERY,M.V. REGISTRATION",40.65917437875835,-73.8398633111881,"(40.65917437875835, -73.8398633111881)"
Brooklyn,06/25/2023,23:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT OF LICENSE PLATE",40.572769,-73.996503,"(40.572769, -73.996503)"
Manhattan,06/25/2023,18:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.652174,-74.013721,"(40.652174, -74.013721)"
Bronx,06/25/2023,00:00:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.8103518634571,-73.924942325642,"(40.8103518634571, -73.924942325642)"
Queens,06/25/2023,16:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.754797,-73.932304,"(40.754797, -73.932304)"
Bronx,06/25/2023,15:30:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.887615,-73.831276,"(40.887615, -73.831276)"
Queens,06/25/2023,17:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.674568,-73.815732,"(40.674568, -73.815732)"
Bronx,06/25/2023,14:16:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.836279,-73.859568,"(40.836279, -73.859568)"
Queens,06/26/2023,15:01:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.747879,-73.881604,"(40.747879, -73.881604)"
Brooklyn,06/27/2023,00:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",40.670823,-73.951802,"(40.670823, -73.951802)"
Bronx,06/27/2023,11:00:00,FELONY,FRONT OF,"FRAUD,UNCLASSIFIED-FELONY",40.822795,-73.900325,"(40.822795, -73.900325)"
Brooklyn,06/28/2023,09:00:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.6305998504358,-73.9737053160275,"(40.6305998504358, -73.9737053160275)"
Manhattan,06/28/2023,11:30:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.75697,-73.978341,"(40.75697, -73.978341)"
Manhattan,06/28/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.75019,-74.004207,"(40.75019, -74.004207)"
Brooklyn,06/28/2023,11:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.694443,-73.977999,"(40.694443, -73.977999)"
Bronx,06/28/2023,00:01:00,FELONY,INSIDE,COURSE OF SEXUAL CONDUCT AGAIN,40.8694704770483,-73.8798608037303,"(40.8694704770483, -73.8798608037303)"
Brooklyn,06/28/2023,13:00:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.67328,-73.872959,"(40.67328, -73.872959)"
Brooklyn,06/28/2023,20:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.630744,-73.905396,"(40.630744, -73.905396)"
Brooklyn,06/29/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.73571,-73.956857,"(40.73571, -73.956857)"
Manhattan,06/29/2023,12:30:00,FELONY,INSIDE,"LARCENY,GRAND BY ACQUIRING LOS",40.80404,-73.938718,"(40.80404, -73.938718)"
Brooklyn,06/29/2023,18:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.687025,-73.982024,"(40.687025, -73.982024)"
Staten Island,06/30/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.549742,-74.163572,"(40.549742, -74.163572)"
Manhattan,06/30/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.711829,-73.99919,"(40.711829, -73.99919)"
Brooklyn,06/30/2023,12:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.663046,-73.910971,"(40.663046, -73.910971)"
Bronx,06/30/2023,08:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.870502,-73.886693,"(40.870502, -73.886693)"
Bronx,06/30/2023,21:10:00,FELONY,INSIDE,RAPE 1,40.8229123084767,-73.8700413043181,"(40.8229123084767, -73.8700413043181)"
Staten Island,07/01/2023,00:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.508805,-74.23282,"(40.508805, -74.23282)"
Staten Island,07/01/2023,00:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.648266,-74.086121,"(40.648266, -74.086121)"
Brooklyn,07/01/2023,08:00:00,FELONY,(null),"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",40.670391,-73.956621,"(40.670391, -73.956621)"
Brooklyn,07/01/2023,00:00:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.687953,-73.994336,"(40.687953, -73.994336)"
Staten Island,07/01/2023,10:00:00,MISDEMEANOR,INSIDE,"MISCHIEF, CRIMINAL 4, OF MOTOR",40.648266,-74.086121,"(40.648266, -74.086121)"
Staten Island,07/01/2023,12:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.579617,-74.107226,"(40.579617, -74.107226)"
Brooklyn,07/01/2023,07:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.690115,-73.989019,"(40.690115, -73.989019)"
Manhattan,07/01/2023,00:01:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.7960743128304,-73.9670667458109,"(40.7960743128304, -73.9670667458109)"
Staten Island,07/01/2023,00:01:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.640743,-74.086108,"(40.640743, -74.086108)"
Staten Island,07/01/2023,10:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.598711,-74.064442,"(40.598711, -74.064442)"
Staten Island,07/01/2023,16:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.609539,-74.059116,"(40.609539, -74.059116)"
Brooklyn,07/01/2023,00:01:00,FELONY,INSIDE,RAPE 3,40.6488507469884,-73.951016510623,"(40.6488507469884, -73.951016510623)"
Staten Island,07/01/2023,12:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.611846,-74.07184,"(40.611846, -74.07184)"
Bronx,07/01/2023,00:01:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.8378421209284,-73.9196277517392,"(40.8378421209284, -73.9196277517392)"
Manhattan,07/01/2023,22:00:00,FELONY,FRONT OF,"ASSAULT 2,1,UNCLASSIFIED",40.798284,-73.94187,"(40.798284, -73.94187)"
Queens,07/01/2023,12:30:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",40.732847,-73.863882,"(40.732847, -73.863882)"
Brooklyn,07/01/2023,12:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.669326,-73.940812,"(40.669326, -73.940812)"
Brooklyn,07/01/2023,14:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.607343,-73.955102,"(40.607343, -73.955102)"
Manhattan,07/01/2023,12:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.823585,-73.942677,"(40.823585, -73.942677)"
Brooklyn,07/01/2023,17:00:00,FELONY,INSIDE,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",40.704218,-73.930018,"(40.704218, -73.930018)"
Brooklyn,07/01/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",40.699057,-73.931025,"(40.699057, -73.931025)"
Bronx,07/01/2023,17:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.862368,-73.896509,"(40.862368, -73.896509)"
Bronx,07/01/2023,14:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.818306,-73.869495,"(40.818306, -73.869495)"
Queens,07/01/2023,00:01:00,MISDEMEANOR,REAR OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",40.731945,-73.849091,"(40.731945, -73.849091)"
Manhattan,07/02/2023,15:32:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.782632,-73.973132,"(40.782632, -73.973132)"
Brooklyn,07/02/2023,06:18:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.696717,-73.925516,"(40.696717, -73.925516)"
Manhattan,07/02/2023,01:00:00,MISDEMEANOR,(null),ASSAULT 3,40.79794458580428,-73.94212156986028,"(40.79794458580428, -73.94212156986028)"
Staten Island,07/03/2023,16:00:00,FELONY,INSIDE,OBSCENE MATERIAL - UNDER 17 YE,40.5742856881925,-74.1059144051212,"(40.5742856881925, -74.1059144051212)"
Brooklyn,07/03/2023,00:01:00,FELONY,INSIDE,"NY STATE LAWS,UNCLASSIFIED FEL",40.736909,-73.951898,"(40.736909, -73.951898)"
Brooklyn,07/03/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.700446,-73.914826,"(40.700446, -73.914826)"
Bronx,07/03/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY THEFT OF CREDIT CARD",40.865255,-73.896415,"(40.865255, -73.896415)"
Manhattan,07/03/2023,17:45:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.800647,-73.94858,"(40.800647, -73.94858)"
Manhattan,07/03/2023,02:00:00,FELONY,INSIDE,SEXUAL ABUSE,40.7650240788333,-73.9848359497083,"(40.7650240788333, -73.9848359497083)"
Manhattan,07/03/2023,12:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.790086,-73.978611,"(40.790086, -73.978611)"
Brooklyn,07/04/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.634782,-73.963225,"(40.634782, -73.963225)"
Brooklyn,07/04/2023,09:00:00,FELONY,INSIDE,STRANGULATION 1ST,40.593802,-73.928275,"(40.593802, -73.928275)"
Manhattan,07/04/2023,18:00:00,VIOLATION,(null),"HARASSMENT,SUBD 3,4,5",40.70876584613216,-73.9992822216717,"(40.70876584613216, -73.9992822216717)"
Bronx,07/04/2023,23:00:00,FELONY,INSIDE,RAPE 3,40.8535983673823,-73.9005768807295,"(40.8535983673823, -73.9005768807295)"
Brooklyn,07/04/2023,20:00:00,FELONY,INSIDE,STRANGULATION 1ST,40.669963,-73.87595,"(40.669963, -73.87595)"
Brooklyn,07/04/2023,10:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.631196,-73.904695,"(40.631196, -73.904695)"
Queens,07/04/2023,09:03:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.740029,-73.786296,"(40.740029, -73.786296)"
Brooklyn,07/05/2023,13:40:00,MISDEMEANOR,(null),"LARCENY,PETIT FROM OPEN AREAS,",40.66879784311929,-73.9311201452519,"(40.66879784311929, -73.9311201452519)"
Bronx,07/05/2023,14:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM AUTO",40.844568,-73.915305,"(40.844568, -73.915305)"
Manhattan,07/05/2023,20:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.791873,-73.968245,"(40.791873, -73.968245)"
Brooklyn,07/05/2023,12:00:00,FELONY,INSIDE,OBSCENE MATERIAL - UNDER 17 YE,40.6713598203364,-73.8818110231735,"(40.6713598203364, -73.8818110231735)"
Queens,07/05/2023,15:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",40.704955,-73.891698,"(40.704955, -73.891698)"
Brooklyn,07/06/2023,15:35:00,FELONY,INSIDE,"CONTROLLED SUBSTANCE,POSSESS.",40.694243,-73.976018,"(40.694243, -73.976018)"
Manhattan,07/06/2023,16:23:00,FELONY,FRONT OF,"CONTROLLED SUBSTANCE,SALE 3",40.718403,-73.985418,"(40.718403, -73.985418)"
Brooklyn,07/06/2023,12:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.643373,-73.992349,"(40.643373, -73.992349)"
Brooklyn,07/06/2023,20:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.618829,-74.025867,"(40.618829, -74.025867)"
Queens,07/06/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",40.743012,-73.905718,"(40.743012, -73.905718)"
Brooklyn,07/06/2023,00:00:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.686314,-73.873021,"(40.686314, -73.873021)"
Manhattan,07/06/2023,13:40:00,MISDEMEANOR,(null),ASSAULT 3,40.8407811088581,-73.9362453818218,"(40.8407811088581, -73.9362453818218)"
Queens,07/06/2023,18:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.745746,-73.885952,"(40.745746, -73.885952)"
Brooklyn,07/07/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",40.728088,-73.949697,"(40.728088, -73.949697)"
Brooklyn,07/07/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",40.628481,-74.014821,"(40.628481, -74.014821)"
Brooklyn,07/07/2023,16:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.669865,-74.001213,"(40.669865, -74.001213)"
Brooklyn,07/07/2023,09:30:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.677185,-73.915487,"(40.677185, -73.915487)"
Brooklyn,07/07/2023,00:00:00,FELONY,INSIDE,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",40.702029,-73.951086,"(40.702029, -73.951086)"
Brooklyn,07/08/2023,11:21:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.629993,-73.945985,"(40.629993, -73.945985)"
Bronx,07/08/2023,16:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.823391,-73.912374,"(40.823391, -73.912374)"
Brooklyn,07/09/2023,13:20:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.62523,-73.918879,"(40.62523, -73.918879)"
Manhattan,07/10/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.782549,-73.976903,"(40.782549, -73.976903)"
Bronx,07/10/2023,15:00:00,FELONY,INSIDE,"NY STATE LAWS,UNCLASSIFIED FEL",40.801749,-73.911447,"(40.801749, -73.911447)"
Queens,07/10/2023,00:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.710139,-73.786873,"(40.710139, -73.786873)"
Bronx,07/10/2023,21:30:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.867642,-73.901569,"(40.867642, -73.901569)"
Brooklyn,07/10/2023,06:00:00,MISDEMEANOR,(null),ASSAULT 3,40.67680075151752,-73.90002424733431,"(40.67680075151752, -73.90002424733431)"
Queens,07/10/2023,16:25:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.701007,-73.733898,"(40.701007, -73.733898)"
Manhattan,07/11/2023,17:05:00,FELONY,FRONT OF,"CONTROLLED SUBSTANCE,SALE 3",40.718403,-73.985418,"(40.718403, -73.985418)"
Staten Island,07/11/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.61452,-74.066452,"(40.61452, -74.066452)"
Manhattan,07/11/2023,14:10:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",40.724521,-73.992465,"(40.724521, -73.992465)"
Bronx,07/11/2023,12:00:00,FELONY,FRONT OF,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",40.813254,-73.907106,"(40.813254, -73.907106)"
Manhattan,07/11/2023,18:30:00,FELONY,(null),"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",40.725431986870625,-73.9967709936638,"(40.725431986870625, -73.9967709936638)"
Bronx,07/11/2023,23:59:00,FELONY,INSIDE,"NY STATE LAWS,UNCLASSIFIED FEL",40.801749,-73.911447,"(40.801749, -73.911447)"
Manhattan,07/11/2023,02:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.746638,-73.991937,"(40.746638, -73.991937)"
Queens,07/11/2023,16:58:00,FELONY,FRONT OF,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",40.765135,-73.946803,"(40.765135, -73.946803)"
Brooklyn,07/12/2023,18:19:00,FELONY,(null),"CONTROLLED SUBSTANCE,SALE 3",40.68900139556,-73.9450265328727,"(40.68900139556, -73.9450265328727)"
Manhattan,07/12/2023,08:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.746741,-73.980532,"(40.746741, -73.980532)"
Queens,07/12/2023,13:29:00,MISDEMEANOR,REAR OF,"TRESPASS 3, CRIMINAL",40.585031,-73.819861,"(40.585031, -73.819861)"
Queens,07/12/2023,12:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.756403,-73.905434,"(40.756403, -73.905434)"
Staten Island,07/13/2023,06:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.636757,-74.07743,"(40.636757, -74.07743)"
Bronx,07/13/2023,11:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",40.886133,-73.844995,"(40.886133, -73.844995)"
Brooklyn,07/13/2023,16:15:00,FELONY,INSIDE,RECKLESS ENDANGERMENT 1,40.668324,-73.896902,"(40.668324, -73.896902)"
Manhattan,07/14/2023,13:33:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.777033,-73.953825,"(40.777033, -73.953825)"
Brooklyn,07/14/2023,15:28:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.697824,-73.92326,"(40.697824, -73.92326)"
Queens,07/14/2023,00:00:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.738135,-73.863463,"(40.738135, -73.863463)"
Bronx,07/14/2023,00:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",40.893855,-73.858817,"(40.893855, -73.858817)"
Staten Island,07/15/2023,12:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.611481,-74.123649,"(40.611481, -74.123649)"
Manhattan,07/15/2023,14:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",40.758808,-73.964109,"(40.758808, -73.964109)"
Brooklyn,07/15/2023,00:01:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.652402,-73.954337,"(40.652402, -73.954337)"
Brooklyn,07/15/2023,07:15:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.583116,-73.96268,"(40.583116, -73.96268)"
Queens,07/15/2023,00:01:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.7072398161698,-73.7927267255908,"(40.7072398161698, -73.7927267255908)"
Brooklyn,07/15/2023,09:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.668825,-73.922588,"(40.668825, -73.922588)"
Bronx,07/15/2023,00:01:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.843665,-73.868095,"(40.843665, -73.868095)"
Queens,07/15/2023,14:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.74593,-73.892163,"(40.74593, -73.892163)"
Brooklyn,07/15/2023,00:01:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.686314,-73.873021,"(40.686314, -73.873021)"
Brooklyn,07/16/2023,14:00:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.584908,-73.931173,"(40.584908, -73.931173)"
Bronx,07/16/2023,08:17:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.892399,-73.85793,"(40.892399, -73.85793)"
Brooklyn,07/17/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY THEFT OF CREDIT CARD",40.706753,-73.949301,"(40.706753, -73.949301)"
Bronx,07/17/2023,20:24:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.826163,-73.91683,"(40.826163, -73.91683)"
Manhattan,07/17/2023,18:06:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.778525,-73.988462,"(40.778525, -73.988462)"
Bronx,07/17/2023,00:01:00,FELONY,INSIDE,"NY STATE LAWS,UNCLASSIFIED FEL",40.84068,-73.869559,"(40.84068, -73.869559)"
Queens,07/17/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",40.766239,-73.926201,"(40.766239, -73.926201)"
Queens,07/17/2023,12:03:00,FELONY,(null),"ASSAULT 2,1,UNCLASSIFIED",40.74576745690898,-73.86420675324803,"(40.74576745690898, -73.86420675324803)"
Brooklyn,07/17/2023,03:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.665175,-73.930381,"(40.665175, -73.930381)"
Bronx,07/17/2023,01:03:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.81671,-73.911661,"(40.81671, -73.911661)"
Bronx,07/17/2023,23:49:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.848435,-73.911826,"(40.848435, -73.911826)"
Queens,07/17/2023,03:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.792003,-73.840788,"(40.792003, -73.840788)"
Manhattan,07/18/2023,06:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM AUTO",40.802173,-73.957008,"(40.802173, -73.957008)"
Brooklyn,07/18/2023,13:00:00,FELONY,INSIDE,(null),40.665835,-73.913669,"(40.665835, -73.913669)"
Manhattan,07/18/2023,00:00:00,MISDEMEANOR,INSIDE,UNAUTHORIZED USE VEHICLE 3,40.752789,-73.994884,"(40.752789, -73.994884)"
Staten Island,07/18/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-TELLER",40.612948,-74.10949,"(40.612948, -74.10949)"
Brooklyn,07/18/2023,12:00:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.660251,-73.942581,"(40.660251, -73.942581)"
Bronx,07/18/2023,15:00:00,FELONY,INSIDE,"FORGERY,ETC.,UNCLASSIFIED-FELO",40.845145,-73.866499,"(40.845145, -73.866499)"
Brooklyn,07/18/2023,01:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.619251,-73.901836,"(40.619251, -73.901836)"
Bronx,07/18/2023,13:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.840426,-73.834443,"(40.840426, -73.834443)"
Manhattan,07/19/2023,16:27:00,FELONY,INSIDE,"FORGERY,ETC.,UNCLASSIFIED-FELO",40.807094,-73.943873,"(40.807094, -73.943873)"
Queens,07/19/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",40.728054,-73.853125,"(40.728054, -73.853125)"
Brooklyn,07/19/2023,16:22:00,FELONY,(null),"CONTROLLED SUBSTANCE, SALE 5",40.57459461131273,-73.98763509614024,"(40.57459461131273, -73.98763509614024)"
Manhattan,07/20/2023,10:51:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.75597,-73.988861,"(40.75597, -73.988861)"
Brooklyn,07/21/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.5766459780433,-73.9764803960699,"(40.5766459780433, -73.9764803960699)"
Brooklyn,07/21/2023,09:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.691587,-73.958786,"(40.691587, -73.958786)"
Bronx,07/21/2023,11:54:00,FELONY,INSIDE,"LARCENY,GRAND FROM STORE-SHOPL",40.892399,-73.85793,"(40.892399, -73.85793)"
Brooklyn,07/22/2023,12:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.631705,-73.957522,"(40.631705, -73.957522)"
Brooklyn,07/22/2023,15:00:00,FELONY,(null),"FRAUD,UNCLASSIFIED-FELONY",40.675151,-73.911039,"(40.675151, -73.911039)"
Bronx,07/22/2023,20:52:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.873944,-73.908788,"(40.873944, -73.908788)"
