Borough,Date,Time,Level of Offense,Location Description,Crime Description,Latitude,Longitude,Lat_Lon
Queens,12/22/2023,20:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",40.75103,-73.773257,"(40.75103, -73.773257)"
Brooklyn,12/22/2023,15:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.693094,-73.910329,"(40.693094, -73.910329)"
Bronx,12/22/2023,16:05:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.808837,-73.908684,"(40.808837, -73.908684)"
Bronx,12/22/2023,18:00:00,FELONY,FRONT OF,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",40.83332,-73.864724,"(40.83332, -73.864724)"
Queens,12/22/2023,17:19:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.734955,-73.874983,"(40.734955, -73.874983)"
Bronx,12/22/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",40.888262,-73.861894,"(40.888262, -73.861894)"
Queens,12/22/2023,15:15:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.72677,-73.853194,"(40.72677, -73.853194)"
Bronx,12/22/2023,14:00:00,FELONY,(null),"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",40.85961946426484,-73.91328439983842,"(40.85961946426484, -73.91328439983842)"
Brooklyn,12/22/2023,23:18:00,MISDEMEANOR,FRONT OF,ASSAULT 3,40.676048,-73.920385,"(40.676048, -73.920385)"
Bronx,12/22/2023,01:00:00,MISDEMEANOR,(null),"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.893411457088085,-73.85736207903054,"(40.893411457088085, -73.85736207903054)"
Queens,12/22/2023,09:00:00,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE VEHICLE 3,40.683573,-73.821826,"(40.683573, -73.821826)"
Bronx,12/22/2023,18:00:00,MISDEMEANOR,(null),ASSAULT 3,40.86413235800173,-73.89131161712737,"(40.86413235800173, -73.89131161712737)"
Bronx,12/22/2023,00:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.873089,-73.901947,"(40.873089, -73.901947)"
Queens,12/22/2023,19:00:00,MISDEMEANOR,REAR OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.693117,-73.824584,"(40.693117, -73.824584)"
Bronx,12/22/2023,17:30:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.81333,-73.824378,"(40.81333, -73.824378)"
Bronx,12/22/2023,12:00:00,FELONY,INSIDE,"RAPE 1,ATTEMPT",40.8694704770483,-73.8798608037303,"(40.8694704770483, -73.8798608037303)"
Queens,12/22/2023,00:00:00,MISDEMEANOR,FRONT OF,ASSAULT 3,40.748093,-73.879558,"(40.748093, -73.879558)"
Bronx,12/22/2023,10:02:00,FELONY,INSIDE,RECKLESS ENDANGERMENT 1,40.83539,-73.864594,"(40.83539, -73.864594)"
Queens,12/22/2023,08:00:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.781673,-73.819995,"(40.781673, -73.819995)"
Queens,12/22/2023,17:25:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.71328,-73.76544,"(40.71328, -73.76544)"
Brooklyn,12/22/2023,18:18:00,VIOLATION,(null),"HARASSMENT,SUBD 3,4,5",40.667954588463026,-73.87006423960953,"(40.667954588463026, -73.87006423960953)"
Manhattan,12/23/2023,11:00:00,FELONY,INSIDE,ASSAULT POLICE/PEACE OFFICER,40.752001,-73.977392,"(40.752001, -73.977392)"
Manhattan,12/23/2023,07:40:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.813001,-73.956543,"(40.813001, -73.956543)"
Brooklyn,12/23/2023,16:00:00,FELONY,(null),"MISCHIEF, CRIMINAL 3 & 2, OF M",40.65319021639257,-73.96621323435926,"(40.65319021639257, -73.96621323435926)"
Brooklyn,12/23/2023,14:00:00,FELONY,(null),RAPE 2,40.6581577535544,-74.0004411548878,"(40.6581577535544, -74.0004411548878)"
Brooklyn,12/23/2023,12:00:00,FELONY,INSIDE,RAPE 2,40.6258375452829,-73.9909448942322,"(40.6258375452829, -73.9909448942322)"
Manhattan,12/23/2023,23:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 1,CIVILIAN",40.794351,-73.971076,"(40.794351, -73.971076)"
Brooklyn,12/23/2023,11:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM AUTO",40.642512,-73.965621,"(40.642512, -73.965621)"
Brooklyn,12/23/2023,13:00:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",40.693998,-73.991438,"(40.693998, -73.991438)"
Manhattan,12/23/2023,08:30:00,MISDEMEANOR,(null),"MISCHIEF, CRIMINAL 4, OF MOTOR",40.79721685861991,-73.96991438209491,"(40.79721685861991, -73.96991438209491)"
Brooklyn,12/23/2023,16:30:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.614512,-73.993201,"(40.614512, -73.993201)"
Manhattan,12/23/2023,00:01:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.766533,-73.9923,"(40.766533, -73.9923)"
Brooklyn,12/23/2023,11:17:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.666941,-73.929908,"(40.666941, -73.929908)"
Staten Island,12/23/2023,18:01:00,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE VEHICLE 3,40.625462,-74.151743,"(40.625462, -74.151743)"
Brooklyn,12/23/2023,11:43:00,MISDEMEANOR,INSIDE,PETIT LARCENY-CHECK FROM MAILB,40.631399,-74.015898,"(40.631399, -74.015898)"
Staten Island,12/23/2023,16:00:00,FELONY,(null),CRIMINAL CONTEMPT 1,40.62156431125251,-74.1684828556132,"(40.62156431125251, -74.1684828556132)"
Bronx,12/23/2023,01:00:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.81989,-73.923339,"(40.81989, -73.923339)"
Brooklyn,12/23/2023,03:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM OPEN AREAS,",40.671555,-73.915989,"(40.671555, -73.915989)"
Bronx,12/23/2023,00:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 1,CIVILIAN",40.834495,-73.913372,"(40.834495, -73.913372)"
Queens,12/23/2023,16:49:00,FELONY,FRONT OF,AGGRAVATED HARASSMENT 1,40.699145,-73.907876,"(40.699145, -73.907876)"
Bronx,12/23/2023,16:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY CHECK USE",40.817649,-73.914249,"(40.817649, -73.914249)"
Brooklyn,12/23/2023,21:00:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.6984738177025,-73.917768981221,"(40.6984738177025, -73.917768981221)"
Bronx,12/23/2023,12:00:00,FELONY,FRONT OF,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.832218,-73.906377,"(40.832218, -73.906377)"
Queens,12/23/2023,23:00:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.773615,-73.907138,"(40.773615, -73.907138)"
Brooklyn,12/23/2023,11:21:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.59497,-74.001062,"(40.59497, -74.001062)"
Manhattan,12/23/2023,08:00:00,MISDEMEANOR,INSIDE,UNAUTHORIZED USE VEHICLE 3,40.729054,-73.999141,"(40.729054, -73.999141)"
Bronx,12/23/2023,12:00:00,FELONY,INSIDE,"LARCENY,GRAND BY THEFT OF CREDIT CARD",40.840127,-73.882095,"(40.840127, -73.882095)"
Queens,12/23/2023,11:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.703866,-73.900813,"(40.703866, -73.900813)"
Brooklyn,12/23/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",40.649308,-73.879884,"(40.649308, -73.879884)"
Queens,12/23/2023,14:00:00,FELONY,REAR OF,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.709445,-73.844527,"(40.709445, -73.844527)"
Bronx,12/23/2023,20:20:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.867234,-73.867297,"(40.867234, -73.867297)"
Bronx,12/23/2023,19:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.897851,-73.854774,"(40.897851, -73.854774)"
Manhattan,12/23/2023,10:35:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.741332,-73.978392,"(40.741332, -73.978392)"
Bronx,12/23/2023,06:00:00,MISDEMEANOR,(null),"LARCENY,PETIT FROM OPEN AREAS,",40.893411457088085,-73.85736207903054,"(40.893411457088085, -73.85736207903054)"
Bronx,12/23/2023,21:41:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.864393,-73.829709,"(40.864393, -73.829709)"
Queens,12/23/2023,10:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.674261,-73.825535,"(40.674261, -73.825535)"
Brooklyn,12/23/2023,09:00:00,MISDEMEANOR,INSIDE,"MENACING,UNCLASSIFIED",40.655728,-73.934715,"(40.655728, -73.934715)"
Bronx,12/23/2023,16:15:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.87203,-73.837847,"(40.87203, -73.837847)"
Manhattan,12/23/2023,14:09:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.788634,-73.940789,"(40.788634, -73.940789)"
Brooklyn,12/23/2023,13:52:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.694317,-73.938804,"(40.694317, -73.938804)"
Manhattan,12/23/2023,17:12:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.796333,-73.941197,"(40.796333, -73.941197)"
Manhattan,12/23/2023,16:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.711437,-73.981969,"(40.711437, -73.981969)"
Brooklyn,12/23/2023,17:00:00,FELONY,FRONT OF,UNAUTHORIZED USE VEHICLE 2,40.657688,-73.940965,"(40.657688, -73.940965)"
Brooklyn,12/23/2023,08:00:00,MISDEMEANOR,INSIDE,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.630421,-73.968206,"(40.630421, -73.968206)"
Brooklyn,12/23/2023,10:48:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.666502,-73.938292,"(40.666502, -73.938292)"
Manhattan,12/23/2023,09:33:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.794507,-73.966322,"(40.794507, -73.966322)"
Manhattan,12/23/2023,22:05:00,MISDEMEANOR,(null),"CRIMINAL MISCHIEF,UNCLASSIFIED 4",40.79910212006656,-73.96854103795626,"(40.79910212006656, -73.96854103795626)"
Manhattan,12/23/2023,12:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.811123,-73.936714,"(40.811123, -73.936714)"
Manhattan,12/23/2023,12:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.752001,-73.977392,"(40.752001, -73.977392)"
Bronx,12/23/2023,17:53:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.814105,-73.91718,"(40.814105, -73.91718)"
Manhattan,12/23/2023,20:30:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.770065,-73.949407,"(40.770065, -73.949407)"
Brooklyn,12/23/2023,12:55:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.729336,-73.955718,"(40.729336, -73.955718)"
Brooklyn,12/23/2023,00:01:00,MISDEMEANOR,INSIDE,MATERIAL              OFFENSIV,40.672568,-73.910169,"(40.672568, -73.910169)"
Manhattan,12/23/2023,03:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.760745,-73.962692,"(40.760745, -73.962692)"
Brooklyn,12/23/2023,13:09:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT OF LICENSE PLATE",40.712046,-73.951295,"(40.712046, -73.951295)"
Brooklyn,12/23/2023,21:00:00,FELONY,FRONT OF,"ASSAULT 2,1,UNCLASSIFIED",40.661415,-73.921819,"(40.661415, -73.921819)"
Brooklyn,12/23/2023,15:30:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.67116,-73.909687,"(40.67116, -73.909687)"
Bronx,12/23/2023,20:20:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",40.840092,-73.915558,"(40.840092, -73.915558)"
Brooklyn,12/23/2023,14:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF VEHICLE ACCES",40.639837,-73.965113,"(40.639837, -73.965113)"
Brooklyn,12/23/2023,01:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT BY CREDIT CARD U",40.66345,-73.90283,"(40.66345, -73.90283)"
Brooklyn,12/23/2023,00:01:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.637796,-73.942376,"(40.637796, -73.942376)"
Manhattan,12/23/2023,15:00:00,FELONY,INSIDE,"BURGLARY,RESIDENCE,UNKNOWN TIM",40.795354,-73.939838,"(40.795354, -73.939838)"
Brooklyn,12/23/2023,00:01:00,FELONY,FRONT OF,UNAUTHORIZED USE VEHICLE 2,40.680878,-73.902998,"(40.680878, -73.902998)"
Bronx,12/23/2023,20:02:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.817703,-73.915395,"(40.817703, -73.915395)"
Bronx,12/23/2023,19:00:00,MISDEMEANOR,INSIDE,"MENACING,UNCLASSIFIED",40.834868,-73.899044,"(40.834868, -73.899044)"
Brooklyn,12/23/2023,08:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.696192,-73.942116,"(40.696192, -73.942116)"
Manhattan,12/23/2023,17:30:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.816002,-73.941332,"(40.816002, -73.941332)"
Manhattan,12/23/2023,16:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.791962,-73.949653,"(40.791962, -73.949653)"
Bronx,12/23/2023,13:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.83931,-73.880463,"(40.83931, -73.880463)"
Queens,12/23/2023,00:01:00,FELONY,INSIDE,"ASSAULT 2,1,UNCLASSIFIED",40.579335,-73.834859,"(40.579335, -73.834859)"
Bronx,12/23/2023,07:00:00,FELONY,INSIDE,SODOMY 3,40.8229123084767,-73.8700413043181,"(40.8229123084767, -73.8700413043181)"
Bronx,12/23/2023,14:00:00,FELONY,INSIDE,"ARSON 2,3,4",40.834463,-73.872288,"(40.834463, -73.872288)"
Bronx,12/23/2023,17:30:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.877199,-73.855257,"(40.877199, -73.855257)"
Bronx,12/23/2023,15:56:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.873944,-73.908788,"(40.873944, -73.908788)"
Bronx,12/23/2023,14:00:00,FELONY,INSIDE,"ARSON 2,3,4",40.834463,-73.872288,"(40.834463, -73.872288)"
Brooklyn,12/23/2023,01:14:00,MISDEMEANOR,INSIDE,"MISCHIEF, CRIMINAL 4, BY FIRE",40.662761,-73.907529,"(40.662761, -73.907529)"
Bronx,12/23/2023,16:30:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.882652,-73.878963,"(40.882652, -73.878963)"
Bronx,12/23/2023,14:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.814673,-73.916564,"(40.814673, -73.916564)"
Brooklyn,12/23/2023,21:00:00,FELONY,FRONT OF,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",40.695328,-73.912234,"(40.695328, -73.912234)"
Queens,12/23/2023,17:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.748879,-73.872107,"(40.748879, -73.872107)"
Queens,12/23/2023,07:09:00,MISDEMEANOR,INSIDE,AGGRAVATED HARASSMENT 2,40.778883,-73.792372,"(40.778883, -73.792372)"
Brooklyn,12/23/2023,13:45:00,FELONY,INSIDE,"LARCENY,GRAND FROM STORE-SHOPL",40.650466,-73.869986,"(40.650466, -73.869986)"
Brooklyn,12/23/2023,22:10:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.664025,-73.915114,"(40.664025, -73.915114)"
Queens,12/23/2023,15:27:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.781659,-73.832201,"(40.781659, -73.832201)"
Queens,12/23/2023,16:50:00,FELONY,(null),"FRAUD,UNCLASSIFIED-FELONY",40.71328521065764,-73.73579237172675,"(40.71328521065764, -73.73579237172675)"
Queens,12/23/2023,12:39:00,FELONY,INSIDE,"LARCENY,GRAND FROM STORE-SHOPL",40.74517,-73.715477,"(40.74517, -73.715477)"
Queens,12/23/2023,15:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT OF LICENSE PLATE",40.708779,-73.744518,"(40.708779, -73.744518)"
Queens,12/23/2023,15:27:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.781659,-73.832201,"(40.781659, -73.832201)"
Queens,12/23/2023,16:38:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.781659,-73.832201,"(40.781659, -73.832201)"
Queens,12/23/2023,17:08:00,MISDEMEANOR,FRONT OF,UNAUTHORIZED USE VEHICLE 3,40.696395,-73.744911,"(40.696395, -73.744911)"
Bronx,12/23/2023,11:54:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.857375,-73.906708,"(40.857375, -73.906708)"
Brooklyn,12/23/2023,18:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.661956,-73.88991,"(40.661956, -73.88991)"
Bronx,12/23/2023,14:40:00,VIOLATION,FRONT OF,"HARASSMENT,SUBD 3,4,5",40.845874,-73.886175,"(40.845874, -73.886175)"
Bronx,12/23/2023,08:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.887095,-73.816993,"(40.887095, -73.816993)"
Queens,12/23/2023,13:41:00,FELONY,FRONT OF,CRIMINAL CONTEMPT 1,40.692113,-73.760681,"(40.692113, -73.760681)"
Bronx,12/23/2023,10:00:00,FELONY,INSIDE,CRIMINAL CONTEMPT 1,40.835202,-73.851964,"(40.835202, -73.851964)"
Bronx,12/23/2023,09:00:00,FELONY,INSIDE,CRIMINAL CONTEMPT 1,40.899292,-73.86751,"(40.899292, -73.86751)"
Manhattan,12/24/2023,10:30:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM AUTO",40.760496,-73.981844,"(40.760496, -73.981844)"
Staten Island,12/24/2023,19:10:00,FELONY,FRONT OF,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",40.623238,-74.149217,"(40.623238, -74.149217)"
Brooklyn,12/24/2023,06:54:00,MISDEMEANOR,FRONT OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",40.655709,-73.97956,"(40.655709, -73.97956)"
Staten Island,12/24/2023,08:00:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.619033,-74.131028,"(40.619033, -74.131028)"
Manhattan,12/24/2023,02:52:00,MISDEMEANOR,(null),"LARCENY,PETIT FROM OPEN AREAS,",40.75338726967988,-73.99630403340966,"(40.75338726967988, -73.99630403340966)"
Manhattan,12/24/2023,11:47:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.720601,-73.983323,"(40.720601, -73.983323)"
Brooklyn,12/24/2023,00:00:00,MISDEMEANOR,INSIDE,"SEXUAL ABUSE 3,2",40.7065483947783,-73.9504006335643,"(40.7065483947783, -73.9504006335643)"
Queens,12/24/2023,21:30:00,FELONY,INSIDE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED",40.765758,-73.932659,"(40.765758, -73.932659)"
Brooklyn,12/24/2023,13:10:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",40.681992,-73.948221,"(40.681992, -73.948221)"
Manhattan,12/24/2023,12:37:00,FELONY,FRONT OF,"FORGERY,ETC.,UNCLASSIFIED-FELO",40.79447,-73.943608,"(40.79447, -73.943608)"
Staten Island,12/24/2023,14:39:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.575316,-74.169838,"(40.575316, -74.169838)"
Staten Island,12/24/2023,01:00:00,FELONY,INSIDE,RAPE 1,40.6447209438691,-74.0770327198983,"(40.6447209438691, -74.0770327198983)"
Queens,12/24/2023,00:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM OPEN AREAS,",40.759373,-73.942047,"(40.759373, -73.942047)"
Manhattan,12/24/2023,14:43:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.723981,-74.000747,"(40.723981, -74.000747)"
Brooklyn,12/24/2023,23:45:00,FELONY,FRONT OF,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",40.634042,-74.022265,"(40.634042, -74.022265)"
Brooklyn,12/24/2023,14:00:00,FELONY,INSIDE,"FRAUD,UNCLASSIFIED-FELONY",40.621918,-74.003957,"(40.621918, -74.003957)"
Staten Island,12/24/2023,07:00:00,MISDEMEANOR,INSIDE,ASSAULT 3,40.645434,-74.080804,"(40.645434, -74.080804)"
Queens,12/24/2023,00:01:00,FELONY,INSIDE,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",40.736839,-73.923759,"(40.736839, -73.923759)"
Bronx,12/24/2023,03:00:00,FELONY,FRONT OF,"ROBBERY,RESIDENTIAL COMMON AREA",40.807184,-73.918356,"(40.807184, -73.918356)"
Brooklyn,12/24/2023,03:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.635556,-73.969179,"(40.635556, -73.969179)"
Brooklyn,12/24/2023,18:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",40.609575,-73.958437,"(40.609575, -73.958437)"
Manhattan,12/24/2023,23:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.725878,-74.007953,"(40.725878, -74.007953)"
Brooklyn,12/24/2023,20:00:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.66972,-73.897261,"(40.66972, -73.897261)"
Brooklyn,12/24/2023,19:03:00,VIOLATION,(null),"HARASSMENT,SUBD 3,4,5",40.600006640333326,-73.99945624131213,"(40.600006640333326, -73.99945624131213)"
Bronx,12/24/2023,17:00:00,FELONY,(null),"LARCENY,GRAND OF AUTO",40.831797444321744,-73.88893610000676,"(40.831797444321744, -73.88893610000676)"
Manhattan,12/24/2023,13:18:00,FELONY,INSIDE,"BURGLARY,RESIDENCE,DAY",40.732682,-74.004719,"(40.732682, -74.004719)"
Brooklyn,12/24/2023,18:30:00,FELONY,FRONT OF,"LARCENY,GRAND OF AUTO",40.636628,-73.900635,"(40.636628, -73.900635)"
Brooklyn,12/24/2023,10:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.594028,-73.94839,"(40.594028, -73.94839)"
Manhattan,12/24/2023,15:00:00,FELONY,INSIDE,"BURGLARY,RESIDENCE,DAY",40.713447,-73.989363,"(40.713447, -73.989363)"
Brooklyn,12/24/2023,09:50:00,MISDEMEANOR,(null),"LARCENY,PETIT OF LICENSE PLATE",40.58365782790439,-73.98654616696504,"(40.58365782790439, -73.98654616696504)"
Brooklyn,12/24/2023,14:30:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",40.663216,-73.949445,"(40.663216, -73.949445)"
Manhattan,12/24/2023,09:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",40.786211,-73.952798,"(40.786211, -73.952798)"
Queens,12/24/2023,11:20:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 1,CIVILIAN",40.743725,-73.853413,"(40.743725, -73.853413)"
Bronx,12/24/2023,15:40:00,MISDEMEANOR,INSIDE,VIOLATION OF ORDER OF PROTECTI,40.838955,-73.863746,"(40.838955, -73.863746)"
Manhattan,12/24/2023,14:00:00,FELONY,INSIDE,"BURGLARY,RESIDENCE,UNKNOWN TIM",40.767316,-73.984297,"(40.767316, -73.984297)"
Brooklyn,12/24/2023,02:40:00,FELONY,INSIDE,"MISCHIEF,CRIMINAL,    UNCL 2ND",40.663828,-73.938542,"(40.663828, -73.938542)"
Brooklyn,12/24/2023,04:04:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.694373,-73.976517,"(40.694373, -73.976517)"
Queens,12/24/2023,22:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 1,CIVILIAN",40.681056,-73.816092,"(40.681056, -73.816092)"
Queens,12/24/2023,17:00:00,MISDEMEANOR,(null),"LARCENY,PETIT FROM AUTO",40.71347115712433,-73.75925283672882,"(40.71347115712433, -73.75925283672882)"
Brooklyn,12/24/2023,15:00:00,MISDEMEANOR,INSIDE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",40.622165,-73.932073,"(40.622165, -73.932073)"
Queens,12/24/2023,01:00:00,MISDEMEANOR,FRONT OF,"LARCENY,PETIT FROM AUTO",40.682487,-73.796822,"(40.682487, -73.796822)"
Manhattan,12/24/2023,19:42:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM STORE-SHOPL",40.750432,-73.97469,"(40.750432, -73.97469)"
Queens,12/24/2023,14:00:00,FELONY,INSIDE,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",40.71669,-73.810347,"(40.71669, -73.810347)"
Brooklyn,12/24/2023,12:00:00,FELONY,OPPOSITE OF,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",40.659293,-73.976335,"(40.659293, -73.976335)"
Brooklyn,12/24/2023,10:30:00,MISDEMEANOR,FRONT OF,ASSAULT 3,40.724045,-73.952969,"(40.724045, -73.952969)"
Manhattan,12/24/2023,16:00:00,MISDEMEANOR,INSIDE,"LARCENY,PETIT FROM BUILDING,UN",40.770765,-73.96196,"(40.770765, -73.96196)"
Manhattan,12/24/2023,01:00:00,VIOLATION,INSIDE,"HARASSMENT,SUBD 3,4,5",40.796382,-73.964958,"(40.796382, -73.964958)"
